Company Size,Sector,Rating,IT HR Spending (USD),Software Licenses (USD),Cloud Services (USD),Hardware Costs (USD),Telco Costs (USD),Total IT Spending,Total Revenue,IT Spending as % of Revenue
Medium,Circular Economy,Normal,77629.74842,110558.0586,193401.2367,91966.88361,50794.5027,608744.3703,5684718.437,10.59163227
Medium,Renewable Energy,Normal,90355.6715,168550.1681,164150.4521,63581.85147,54927.92076,150791.2185,1063689.406,13.84982363
Small,Renewable Energy,High,74647.26648,102538.3103,195406.6383,102544.8372,54906.82472,217550.8118,1009132.219,15.57896915
Small,Renewable Energy,Normal,51346.84483,54655.45352,65992.10558,34145.1387,28809.64384,183519.6332,1468055.11,11.57922626
Small,E-Mobility,High,42060.24589,58284.4189,113189.1245,60246.75317,17346.26528,824975.0659,2987759.499,26.77385925
Small,Renewable Energy,High,148221.0842,174228.4714,179548.7251,179137.7463,100147.241,1546950.508,6306412.888,25.66597901
Small,Circular Economy,Low,78627.69289,171405.386,127053.7763,79387.57794,50462.46194,20024.8032,1736815.858,0.959723666
Small,Renewable Energy,Normal,4057.716203,8555.141566,8948.134202,4084.167811,4561.52132,33910.23189,309607.9607,11.87093172
Medium,Circular Economy,Normal,373087.948,328363.3972,451273.7394,270683.1031,142780.3092,359714.1201,3118840.022,11.84825215
Small,E-Mobility,Normal,154391.6652,197441.2831,273253.359,122746.027,47930.71179,502833.3985,6324693.109,8.397740608
Medium,E-Mobility,High,78100.43188,185059.5481,213419.1867,100065.5279,66366.83233,500193.026,3329909.101,16.72181712
Medium,Circular Economy,Low,93415.83765,153596.9465,144057.588,89601.2333,54984.50111,50460.77886,2147765.854,1.950012757
Medium,Circular Economy,Normal,157409.6373,194120.0135,302119.585,188294.2128,54876.19959,562581.6905,5398848.363,10.27151614
Large,E-Mobility,High,221042.898,292314.6315,179422.7192,162291.8719,62357.84006,1097389.347,4603298.235,22.73101753
Small,Circular Economy,Normal,27411.66825,47725.08428,85319.13083,38222.83593,22620.3075,92318.7369,683471.8279,12.87253941
Medium,Renewable Energy,Normal,59793.98436,56015.3645,91681.82716,37562.70073,14316.54444,280825.7541,2485761.286,12.24581121
Small,E-Mobility,High,104273.1773,87241.05923,106160.4092,79969.37644,65437.81832,837947.6112,3909002.546,22.31345737
Small,E-Mobility,Normal,68335.19926,85398.04359,98161.69659,62375.12699,41471.01558,479394.8374,3168768.831,16.11975233
Small,Circular Economy,Normal,66881.1875,76498.27193,90913.48219,54388.02373,28349.69872,186366.1426,1993117.271,9.91993493
Small,Renewable Energy,High,114620.1719,90040.39064,188437.9471,132322.4237,75167.71628,1212084.402,4402473.839,26.80386874
Small,Renewable Energy,Low,151145.8906,136018.069,141766.3481,126053.3264,57612.35959,121700.9286,4210924.032,3.218340072
Small,E-Mobility,High,135766.3729,170998.918,177490.5563,153331.6659,91862.94429,1065761.318,6676874.852,17.87690571
Small,Circular Economy,Normal,161617.2759,158723.6301,226066.0844,95679.15116,93923.71541,374163.7509,3056391.27,12.08420258
Small,Renewable Energy,Normal,139332.0497,151220.3231,272699.0358,114398.4983,54212.23993,492188.1776,5433242.703,9.200203153
Medium,Renewable Energy,Normal,90997.86467,92539.52614,119816.3494,54067.12615,39277.5544,510523.1721,3283438.532,14.59550358
Small,Circular Economy,High,216300.0302,327409.0773,236022.1596,153872.6551,90518.6246,1376318.359,6946618.591,21.93645617
Small,Circular Economy,Normal,194941.1891,165075.234,209674.9273,89444.54026,68950.54498,378888.8877,3750421.173,9.443352583
Small,E-Mobility,High,187049.1979,177998.2026,274487.5094,169574.7098,56678.27789,810419.3378,2423298.468,29.01444714
Small,Renewable Energy,Low,64039.48464,93013.55944,102969.9246,42698.21513,17861.68536,45100.87702,1561545.099,3.149183735
Small,E-Mobility,High,99299.10853,196669.0126,146768.0012,58187.7081,51421.80258,941718.6733,5377978.147,17.31441567
Small,E-Mobility,High,101400.1144,86145.15281,77505.90409,48421.47165,19788.87449,672360.5167,2767671.76,25.61039513
Small,Circular Economy,Low,29862.39508,74223.84225,96480.91854,47929.04058,34704.92261,56245.24163,854831.6363,6.472762743
Small,Renewable Energy,High,97157.99856,132849.0638,160909.0813,97299.85239,57512.327,304081.0654,1233053.083,23.9426409
Small,Circular Economy,Normal,99942.51825,175538.1145,153118.4816,123650.3644,92220.99662,535280.4479,4117632.272,14.4549194
Medium,Circular Economy,High,83622.48213,176232.9351,204925.7425,115160.6904,80998.78908,950850.7374,4053012.914,20.07850178
Small,E-Mobility,High,101422.9279,87280.94463,173847.3764,67854.5353,62249.13321,1032408.369,3678074.146,29.48244303
Small,Renewable Energy,High,64468.73656,190289.6995,206417.89,102104.3955,56796.25784,977085.2049,5097897.757,20.53353719
Medium,Circular Economy,Normal,104589.5422,120811.3617,168572.4327,76198.7939,42140.79618,235742.6602,2846795.695,8.888698816
Small,E-Mobility,Low,121749.184,133369.2954,134251.4377,50799.71075,72503.39418,50172.0593,2390396.051,2.033323053
Small,Renewable Energy,High,86515.89308,174083.2656,280961.5382,147353.2211,89580.57491,1835817.098,6671492.561,25.55897978
Small,Circular Economy,Low,42292.07214,93075.76143,68491.56357,55268.47037,14319.8174,152148.6443,2618910.901,6.200264424
Small,Renewable Energy,High,140850.8848,197069.7526,185557.3829,128742.3298,74137.97444,708594.339,2715787.687,26.03601209
Small,E-Mobility,High,96261.01406,91327.6872,92194.7216,80736.81049,19431.25941,750140.0332,2570576.136,30.70870801
Small,E-Mobility,High,57102.61569,163129.3874,103352.4972,101644.3931,52024.65692,616406.9051,3715177.4,17.73043647
Medium,Circular Economy,High,91632.35194,61389.53087,99936.55639,76122.10678,52151.9064,801689.6742,3451158.293,25.33180092
Medium,E-Mobility,Normal,64506.71693,53161.76499,81847.29433,45016.62632,26189.62288,219437.044,1768954.812,12.88817312
Large,E-Mobility,High,98777.89356,199866.1678,139038.8628,112606.9111,48756.91099,983076.3149,4804034.206,21.4381692
Small,E-Mobility,High,-73595.39737,-88402.2905,-70933.44403,-48493.04716,-38746.70096,-364797.7631,-2080670.02,19.15697805
Medium,Renewable Energy,High,150962.2159,172513.5182,180016.3393,178746.6898,111479.8563,368304.0165,1616946.515,21.01314796
Small,Circular Economy,High,90071.99107,55989.75685,90206.93437,32521.07009,20715.84597,702111.7531,2727017.96,28.12837514
Medium,Circular Economy,Low,37444.34509,99485.77222,132345.4507,94770.12779,26376.15027,96826.40325,1754214.034,5.570593546
Medium,E-Mobility,High,192706.4533,142708.3696,142479.7814,150629.4743,82950.36902,353656.678,2257358.327,15.90724075
Large,E-Mobility,Low,134769.1553,140323.2994,169396.898,83871.38574,82351.31343,41520.71092,975467.3304,3.676830706
Medium,Renewable Energy,Normal,100822.5321,108456.8233,96168.18224,64401.37613,33548.53138,197512.6451,2002779.849,9.167691684
Small,Circular Economy,High,125535.9308,140898.8692,117609.2073,78343.01946,73802.31288,347645.939,1527554.004,25.20811641
Small,Renewable Energy,Low,133383.46,122531.4495,136009.2283,58620.406,37023.8822,103124.5225,3795650.964,3.231410455
Small,Circular Economy,Normal,165079.1918,139886.336,263305.9489,133963.9371,62889.7603,439556.9143,2974027.461,14.17043255
Small,Circular Economy,Low,15665.37482,15809.63424,28849.72185,9852.969575,4112.044031,6110.288874,433572.8751,0.979792142
Small,Renewable Energy,High,156689.9253,132800.8861,169673.4834,175330.5478,49637.77628,905407.5428,3102862.382,28.00251282
Small,Renewable Energy,Normal,29642.69779,29000.319,60160.99661,42833.94192,18527.66404,139277.0289,1592274.617,9.052968338
Medium,E-Mobility,Normal,153985.6656,151842.8401,153459.7546,112420.6998,34457.83203,180517.4227,1716245.152,10.0805313
Small,Circular Economy,Normal,4647.746023,12235.53189,14292.42186,7205.1913,4726.403535,19918.74973,155021.1919,14.76171557
Small,E-Mobility,Normal,73106.84279,65965.45428,173307.5643,49654.17211,65367.96332,368790.0449,2434609.994,14.36390971
Small,Circular Economy,High,37504.01954,55069.97854,115155.2575,40591.67191,20499.40777,523407.2157,2290123.245,27.28351122
Small,E-Mobility,High,100911.0051,145856.2428,236105.5879,135368.4133,37405.53092,1592958.081,5516544.757,27.83047138
Small,E-Mobility,High,42572.25445,129461.3437,118486.8586,41485.61466,27633.78976,930876.4509,3031397.08,28.99317537
Large,Circular Economy,High,3308.834771,8176.394804,10280.75616,6983.391552,1840.523291,53211.27787,255592.7351,20.85241884
Small,E-Mobility,Normal,76482.55991,50927.75736,88274.64513,43056.55641,41242.33836,411013.1583,2994489.51,12.58969326
Small,Renewable Energy,Normal,184357.1903,176234.0063,172393.3626,157981.4545,87910.09502,427029.9476,3620795.249,12.35967041
Medium,Renewable Energy,Low,133651.005,218583.023,233108.9534,104544.738,62843.78182,414790.5675,6309170.824,7.134998794
Small,E-Mobility,High,180766.5028,153328.9192,285691.3105,207451.1066,123725.8197,1209802.048,6718704.275,16.31159342
Medium,Circular Economy,Low,94788.98202,90320.24975,166928.1579,107432.1962,66698.18592,223818.0276,4146229.157,5.354758903
Medium,Circular Economy,Normal,46819.26663,68540.28308,125294.8641,92376.05724,20667.18979,333970.9682,3115885.445,11.16134362
Large,Circular Economy,Low,45895.44563,79667.07958,103910.1093,46044.18656,23600.91328,61131.2539,886674.0412,7.255436777
Small,E-Mobility,Normal,126161.3825,123418.9477,106922.5794,103938.4554,61726.41397,281286.7536,2829804.399,10.69596044
Small,Renewable Energy,Low,62492.62637,110945.7923,172245.7155,66362.15273,77059.95815,62337.62782,1092803.894,6.006566646
Small,E-Mobility,Low,-8839.301497,-9081.72284,-12909.295,-4989.779259,-4654.581796,-17315.27908,-294953.2525,6.095085602
Large,Renewable Energy,Normal,44092.21856,56221.19066,88890.35176,37593.09069,18852.95922,348821.5167,2694677.916,12.48601634
Small,E-Mobility,Normal,147276.5405,181819.0397,323742.8143,192507.758,120591.7027,386182.1761,3643722.637,11.56508335
Small,E-Mobility,High,56460.26651,66959.84645,57631.12515,56535.9872,25696.06772,421368.3355,1769299.274,22.05945683
Medium,Circular Economy,High,74566.90919,96379.16979,139582.9707,74241.15585,45918.38767,219259.3995,812859.9851,25.15693573
Small,Renewable Energy,High,222875.0788,251339.7334,328684.1291,113261.7652,106164.1099,1921471.728,7912189.968,22.85272974
Small,E-Mobility,High,149283.011,180669.3037,126867.3809,132084.9365,46030.6723,611780.9929,2310127.27,31.2446915
Small,Renewable Energy,High,103849.1515,91855.42444,166399.6687,113979.0319,55901.09778,566869.7839,3228896.729,18.59270656
Small,E-Mobility,High,134022.0863,193686.4961,248348.9999,166482.3404,120026.4455,731296.7543,2654828.15,25.24755973
Medium,Renewable Energy,High,256259.7828,174382.4082,300527.8926,134417.3651,74647.48409,1251465.863,6500489.037,21.31422658
Small,E-Mobility,High,37262.94388,61573.00546,83110.59427,36211.90573,37024.09333,817498.0079,2731521.612,30.03423606
Small,Renewable Energy,Normal,114256.6761,123799.1766,90288.83082,65837.26313,23805.81141,328340.2909,3870718.781,8.538315832
Small,Circular Economy,Normal,83208.42159,106685.6007,82953.01574,87971.0695,63878.99324,184787.7721,2682415.064,8.242915606
Medium,Renewable Energy,High,81989.3879,86441.25516,192456.7153,141987.8798,51494.64564,617698.4554,2069347.149,28.9815981
Large,E-Mobility,Normal,95815.48294,186164.3717,169406.8111,59386.25323,59234.99084,437480.5557,5146768.709,8.986381624
Large,Renewable Energy,Low,27611.61092,71288.44921,81801.291,43059.4053,24085.68808,125087.9817,2696684.455,5.649705725
Small,E-Mobility,Normal,69205.02106,73756.60804,107489.6635,43896.94327,43311.61435,199964.851,2429069.715,7.310375276
Large,Circular Economy,Low,89290.30883,189634.039,166969.3271,71946.22908,104280.6537,193148.3972,3422642.735,6.208147036
Medium,Circular Economy,High,77486.54226,66265.18187,90042.70574,64954.21676,35317.99905,644490.9454,2655569.394,27.51648684
Medium,E-Mobility,Low,168163.5119,223266.6898,274377.4692,157399.2265,67819.44588,41072.5575,1228860.744,3.133701585
Small,Renewable Energy,High,34836.91892,65839.05614,67832.6925,54565.84655,28027.91495,108810.0424,616844.2457,17.81607985
Small,E-Mobility,Low,123091.913,118202.8078,156660.9715,130903.3832,62043.08791,146944.5885,2008447.512,5.912867555
Small,Renewable Energy,High,94546.37271,98089.24733,100631.0681,123442.8588,75392.98974,327941.4231,1665595.577,19.42193791
Large,Renewable Energy,Normal,99572.4094,113363.2984,114587.1594,71460.14561,28291.03098,458141.5956,3605090.566,12.48945269
Small,Circular Economy,Low,84373.35421,107181.9748,122943.5164,38165.09646,40868.00242,53237.34496,1281988.581,5.150618359
Small,E-Mobility,High,63782.57587,93570.5106,83179.72751,58173.04033,22039.26391,427487.0767,1668561.664,27.35207526
Small,Renewable Energy,Low,71089.18043,92384.60111,106262.2147,43191.47359,50926.16765,43053.8116,1426513.632,2.847169506
Medium,Renewable Energy,High,157614.2204,165432.0868,116682.5435,59346.83188,27414.69346,955420.4279,4076191.115,23.72667483
Medium,Renewable Energy,Normal,201006.1875,148392.2601,246819.2531,159691.7985,43950.86129,669490.4586,5115985.224,12.38898964
Small,E-Mobility,High,125418.5361,104748.4403,184657.0218,140633.9871,52921.31119,548692.9584,2119817.893,28.44013647
Small,E-Mobility,High,147837.1379,182577.1754,152144.1234,129629.366,64165.98266,935395.9821,5415270.545,18.9136988
Medium,Renewable Energy,High,65356.23748,105741.2127,115069.3052,59599.29211,25302.57634,442261.7793,2322197.204,19.10258472
Medium,Renewable Energy,High,60532.2598,134944.5158,80333.38891,37382.52988,36485.14002,609127.5307,2221248.65,27.128231
Small,Renewable Energy,Normal,111275.7538,148624.1119,118531.4615,54290.95003,41436.11375,637390.786,4575869.983,15.14505478
Small,Circular Economy,High,117996.508,160143.7107,255508.5272,154432.5076,32847.28734,1613586.288,5151956.933,30.08953782
Small,Circular Economy,High,92243.23204,148978.555,180435.1269,82604.2813,33209.95973,965945.7863,3820488.839,27.14334694
Small,Renewable Energy,Normal,117356.9258,81799.48571,128478.845,53225.02503,64172.08668,113693.7455,1181521.802,7.744876523
Small,Renewable Energy,High,107759.6175,183341.9435,117827.1159,55735.05003,27826.29639,903778.1054,4285058.081,21.93637973
Small,Circular Economy,Normal,41642.45601,90212.48617,103364.2218,63501.87634,26801.87895,112619.2989,1262627.095,9.507504612
Small,Renewable Energy,Normal,73130.88286,78058.19472,66492.08238,59116.26302,35147.945,58141.37229,615672.1686,10.05698533
Small,E-Mobility,Low,180253.5846,243070.9809,197535.6097,159715.219,58456.38315,268245.9809,6002596.264,4.801635068
Small,E-Mobility,High,102002.5304,202289.27,149475.2691,168851.8563,37117.01715,563981.2211,2804539.342,20.02866115
Small,Circular Economy,Normal,29494.73797,34798.13388,62549.93923,39325.02817,29684.11338,211877.5866,1561197.875,12.70736877
Large,Renewable Energy,Normal,103937.8375,138725.1898,167251.6734,117901.436,58637.54702,157102.2484,1677537.949,9.033238545
Large,E-Mobility,High,24032.17398,40797.1634,49121.8654,40634.49921,14264.6489,189944.0694,790769.9503,27.5516625
Small,Renewable Energy,High,76349.69956,77977.8764,139028.0545,78800.15374,66561.66301,653006.2487,2935205.699,19.59248693
Small,Circular Economy,High,191517.935,237452.3393,232473.3609,100898.77,61877.55362,935165.3083,5589789.129,17.71215635
Small,Renewable Energy,High,148117.4257,268942.4967,278633.0237,106392.5257,47643.7362,1397167.105,7426707.749,18.12987902
Small,Renewable Energy,Normal,134352.5938,167753.565,190483.2601,151769.5059,51528.56786,288781.1392,2297435.93,12.71640596
Small,Renewable Energy,Normal,-33334.79473,-24798.71821,-29377.57114,-18290.40981,-18290.21138,-82024.19721,-720583.9506,10.54152094
Medium,E-Mobility,High,12891.55901,16078.08615,41060.77511,13047.24776,5131.232173,122222.5724,416150.281,27.04815604
Small,E-Mobility,Low,160128.9048,130500.8762,175335.912,138237.982,67074.98951,262297.2807,4610039.752,4.801007407
Small,Circular Economy,Low,67887.73205,83538.60035,101367.1137,74150.53499,60277.16766,260224.1843,4059767.09,6.057566864
Medium,Renewable Energy,Normal,47126.45066,57560.30858,79087.68713,56975.79691,30571.03156,80392.82956,712095.3227,9.919720195
Medium,Renewable Energy,Normal,65275.09441,70783.21509,79407.27304,37161.43828,35867.76224,373202.3803,2715729.196,13.61129973
Large,Circular Economy,High,140221.2867,198966.4358,180551.4358,129567.499,86903.5766,623423.4983,2657531.017,25.53495328
Small,E-Mobility,High,15836.61518,17250.91405,15200.34489,7874.35421,5866.294433,130897.8013,548357.7241,27.1538434
Medium,E-Mobility,Normal,2114.947734,2187.233604,4611.843556,1838.292827,1804.179112,19593.84794,119345.5839,15.14747956
Medium,E-Mobility,Normal,102488.0133,199160.0129,194025.1434,155071.6661,67140.7792,298934.1419,2289149.456,10.84633694
Small,Renewable Energy,High,159828.5438,138833.7452,181580.6528,76035.95298,42664.96181,1106605.247,5886196.155,18.51936497
Medium,E-Mobility,High,77234.69993,52358.49302,110567.0918,57814.66731,44165.86531,853036.5876,2831375.666,25.76856972
Small,Circular Economy,Normal,116150.3981,119197.8804,182929.1733,87922.2749,44145.11541,209791.9696,2306835.256,9.069819904
Medium,E-Mobility,Normal,95710.46326,119367.9704,225867.8558,110626.6217,38179.027,428331.8466,4831944.234,7.840686787
Small,Renewable Energy,Low,196203.9745,124893.295,232900.9855,136489.0659,83354.54619,186415.7867,4617326.917,4.023517726
Small,Renewable Energy,Normal,39593.12914,39339.30257,91971.49239,33428.7669,16035.8622,77425.99393,555667.2559,14.10598518
Small,Renewable Energy,Normal,100980.5779,144277.585,198934.1213,101864.1835,70008.77746,309824.4238,2610406.162,10.68157653
Small,Renewable Energy,Normal,62341.96966,81982.16009,157765.0042,42343.41404,24161.32545,167361.168,1455537.501,10.50699785
Medium,E-Mobility,High,229013.346,160741.0313,214224.6043,95533.86825,69828.57284,1593725.896,5849220.102,28.34939126
Small,E-Mobility,Normal,85017.11897,96096.49852,66945.32246,68079.94063,43457.06338,264031.3869,2452777.006,11.1288426
Small,Circular Economy,Normal,71299.90532,151574.6668,151913.7333,94492.08662,37788.50722,524472.748,5022919.59,11.32944799
Small,Renewable Energy,Normal,87952.81069,105038.0737,142455.8096,85306.36736,29003.90225,115495.5134,974909.6815,13.55467684
Small,E-Mobility,Normal,204183.2055,116483.5083,197691.4876,140001.0395,72398.56708,643254.6513,5063901.241,12.67877649
Small,E-Mobility,Normal,62527.6676,106094.1008,83110.43372,105061.0182,22546.09496,234800.3023,1726479.896,13.18449897
Small,Renewable Energy,Normal,32081.10856,64366.24452,85151.2985,65982.56176,39334.40132,193581.8703,1733963.595,12.57750156
Large,E-Mobility,Low,173091.2693,288879.3727,245681.7928,201994.0677,113506.8029,136769.8484,3838204.792,4.233118979
Small,E-Mobility,Normal,107381.03,153715.2004,379711.7006,203841.3366,73476.1494,695758.5134,7474454.095,8.973525216
Medium,Renewable Energy,High,38856.89425,82849.60284,96364.32222,59898.45566,16309.78733,719112.8656,2547854.303,27.69069559
Medium,Circular Economy,High,87895.73936,116286.9348,117184.5985,83546.67394,51981.31863,587069.3081,2152957.328,27.25801772
Small,Circular Economy,High,45809.358,105302.1518,90597.77168,66521.98949,42870.12233,317768.1281,1130669.993,24.50538029
Medium,Circular Economy,Low,212205.9427,230803.4039,174340.1484,196688.9117,102181.8577,66115.00771,2358145.949,2.970958573
Small,Circular Economy,Low,117668.949,136990.0015,140391.1614,77500.29851,36515.43963,67264.27298,1360595.217,5.1861466
Medium,Circular Economy,High,83347.18176,99739.02569,94392.62373,52472.41704,27977.86676,489413.3519,2889689.035,17.54565506
Medium,E-Mobility,High,267765.1465,293432.9639,377128.7044,215484.2024,165703.3138,884620.5541,3109384.047,26.63513873
Medium,E-Mobility,Low,84577.06788,171631.3063,153147.3604,91649.78455,70720.41991,21740.51929,1274505.368,2.02177182
Small,E-Mobility,Low,195688.1258,128262.2011,250343.7462,196948.6775,107447.2065,84184.09079,6289813.739,0.958767483
Large,Circular Economy,Normal,39297.33765,52307.3035,134131.0756,67036.65409,41657.76806,57956.61266,758115.8968,9.316571467
Small,E-Mobility,High,89489.20173,123294.6284,157487.8019,95737.01544,23299.21115,523106.4133,1853509.117,23.90661428
Small,Circular Economy,Normal,99274.73083,170856.6493,230689.8186,120170.6139,29056.37494,349165.1527,3607281.369,9.862024274
Medium,E-Mobility,High,76030.71577,59657.68376,81086.01403,45576.71524,23402.27703,568538.7228,2003376.823,28.47550044
Small,E-Mobility,High,84450.62012,198906.3845,212858.4801,147614.175,63346.63358,611733.6434,2656156.303,21.93081675
Small,Renewable Energy,Normal,170994.1958,132564.1692,177059.4744,128346.4544,74400.52545,652215.2515,4503764.457,14.66409177
Small,E-Mobility,Normal,215398.2365,162740.0656,261803.8307,236882.0825,118597.726,747927.7731,8852771.222,10.32907152
Medium,Circular Economy,High,167430.2857,183194.5041,183874.9756,55518.72536,36102.48287,718540.4402,2945551.478,25.48613139
Small,Renewable Energy,Normal,286294.0471,264309.8292,424430.9862,289655.9834,100724.4075,938549.2686,7597490.201,14.03542666
Medium,Renewable Energy,High,74475.71563,66076.81302,93014.50345,61756.74244,42863.54444,555551.6616,2423329.242,25.7582526
Medium,E-Mobility,High,253288.9669,350902.2552,264829.0016,219689.797,52286.45472,1274518.92,6018054.732,18.15303368
Small,Circular Economy,Normal,162037.4458,215161.7772,187286.0575,198576.6365,96723.76697,334977.3428,2707056.237,13.04530778
Small,Renewable Energy,High,130935.3471,108565.1708,118296.8089,67771.07989,40161.17804,372051.7375,2432485.33,17.41440904
Small,E-Mobility,Low,107827.1265,111534.5239,170511.3417,119431.251,35977.11735,40526.01431,2279416.534,1.967335244
Medium,E-Mobility,Low,74229.84211,65677.99531,59160.49529,48042.73654,16271.85883,19542.7222,497572.3297,4.400485494
Medium,Renewable Energy,Normal,54261.88555,79057.44373,85095.8357,33908.80131,30881.99625,195010.8786,1570761.84,11.81545715
Small,Circular Economy,Normal,85592.4302,239461.4222,169385.4575,165123.2842,81719.64317,597753.5117,4052455.483,14.25215823
Medium,E-Mobility,Normal,262798.8964,207915.4733,254420.9184,86688.8663,120826.7695,341670.2039,2464924.844,13.35185884
Large,E-Mobility,Normal,241548.3162,381501.8285,345335.016,114271.7737,92209.71874,436853.9536,3629050.989,12.34959091
Medium,E-Mobility,Low,218686.9366,230105.6353,346202.5534,223922.1254,69196.06224,238249.5379,6018626.261,4.786226131
Small,Circular Economy,Normal,60192.15379,189317.9698,215058.8352,82613.85847,93689.82522,744515.822,5970790.472,13.15578434
Small,Circular Economy,Normal,96016.05681,128076.4734,135048.2517,66001.45172,52000.19131,400807.6106,3114530.195,12.42411902
Small,E-Mobility,High,63910.25702,132169.6802,198410.6068,53675.01272,70507.74181,743133.6983,2887982.281,21.43746236
Small,E-Mobility,Normal,73020.97735,42041.18083,75657.22424,36393.94092,30442.0481,187097.413,1574800.035,13.35397856
Large,Circular Economy,High,137661.7073,125529.3165,240117.2951,115836.861,70911.91095,1249116.51,4469648.898,27.5677423
Large,E-Mobility,High,96369.51648,167188.831,143175.1284,118950.4949,47097.77981,852212.0096,4922001.739,18.13303867
Small,E-Mobility,Low,201999.2423,296257.3099,264004.7582,98990.11852,74666.90044,111606.8759,2226616.558,5.575119342
Small,Circular Economy,Low,109063.3025,96606.84541,90139.70543,83207.2108,56910.64342,57749.68223,4099904.579,1.935722362
Medium,Renewable Energy,High,86507.67558,95670.33551,188547.9799,105475.7473,46352.48886,510377.5954,1823149.709,28.33462857
Large,Renewable Energy,Normal,857.0574418,1666.879478,2663.368904,1634.226454,647.4470011,2848.916228,26536.48655,11.38944913
Small,E-Mobility,Low,89631.06764,79129.69696,97556.50812,55306.69823,19208.62844,30595.57677,2714940.647,1.043009132
Small,Circular Economy,Normal,-3006.449436,-4477.805154,-3828.397811,-3515.464764,-1938.472298,-18940.36333,-148208.4542,13.52666903
Medium,E-Mobility,Low,136498.2325,88929.18488,206340.005,58295.91059,36944.4426,34905.98957,1405747.091,1.884454821
Small,E-Mobility,Normal,62408.83446,136211.4439,131862.7509,49192.85517,58805.63258,213603.3106,2168708,9.32628647
Medium,E-Mobility,Normal,200448.7273,225032.0021,213835.7644,90016.42704,91218.21367,714642.4511,6247196.409,12.9160876
Small,Renewable Energy,Low,93383.64101,205021.8916,199248.3198,83778.68021,76283.38191,131807.7731,6125493.438,2.190255821
Small,Renewable Energy,High,82402.09862,73095.59214,124347.3802,69153.38774,56277.62577,678702.711,2485114.016,28.58151503
Small,E-Mobility,Normal,80216.17479,175825.0196,152347.6508,138651.7,83171.25085,331863.6628,3842799.113,8.594103308
Small,Circular Economy,Normal,79137.7029,74333.55345,131571.3589,93426.56808,40476.90878,290629.7562,1847642.167,15.9769543
Small,Renewable Energy,Normal,157558.3074,134311.4051,123918.1085,113985.9285,37914.08399,183239.0308,2067765.089,8.840607125
Small,Circular Economy,Normal,188705.4428,158886.7823,268309.141,185880.0629,108047.5137,206375.1143,2343015.29,9.703767272
Small,Circular Economy,High,91011.09054,148025.125,120898.8736,52883.83769,62604.31194,179898.0709,1039283.18,16.2616579
Large,Circular Economy,Normal,81821.75727,144380.2984,276519.6811,129001.4735,95046.64331,161585.5217,1237781.842,12.62166013
Medium,E-Mobility,Low,53870.43048,82733.41796,152005.7837,47768.55144,53275.05236,17670.379,828035.9318,2.039904414
Medium,Renewable Energy,High,145406.8434,232263.3018,285077.2768,186527.9593,68270.73007,1226210.032,4914420.822,27.08588808
Small,Circular Economy,Low,112594.8532,114958.1541,126910.8462,111465.8026,59732.60984,88428.9255,1207402.285,6.916436589
Small,E-Mobility,Normal,77765.19227,112284.2735,88646.98893,75677.79178,42884.90936,137744.6591,1164831.313,11.70707023
Medium,E-Mobility,Normal,6219.601747,6544.221052,12575.33994,5808.38789,3628.234786,39258.76369,345203.4542,11.96576323
Medium,E-Mobility,Normal,52723.31188,50881.73265,67017.31744,25720.33007,14049.6697,54398.68371,671542.6998,9.063718104
Small,Circular Economy,High,95217.78154,199790.0077,256200.395,107157.3392,42310.50331,375087.3241,1434467.512,23.5465474
Medium,Circular Economy,Low,80043.69234,167306.6741,139489.5129,59917.15143,75512.13576,156120.6465,3396209.637,4.234132326
Medium,E-Mobility,Normal,89001.86789,139924.221,202598.8908,75334.3342,42500.52477,221192.6727,2912349.25,8.25514888
Small,Renewable Energy,High,161789.0113,348537.0861,302088.3176,111251.0655,66942.8976,970267.7381,3940224.578,27.78910747
Medium,E-Mobility,Normal,156292.0076,150204.3818,216838.3134,132044.7626,80226.45182,435264.6489,4817422.977,8.879337387
Small,Circular Economy,High,83265.27234,107815.5993,155540.8583,102618.9847,60093.06592,864785.1703,4410497.777,21.17496979
Small,Renewable Energy,Normal,64504.6051,82786.57535,141212.3049,84706.54313,45384.53812,263020.4728,3597230.191,8.423980068
Small,Renewable Energy,High,100705.025,84491.33662,107796.3411,74468.39075,23981.18509,1162095.365,3951044.924,28.20872002
Small,Renewable Energy,Low,-10233.23749,-12489.176,-12543.65353,-7254.891143,-5188.624217,-9460.689177,-295456.0361,3.797471112
Medium,E-Mobility,Normal,88393.84527,67046.46424,134913.6452,60031.57072,27992.76356,393430.5064,2840298.782,11.74197053
Small,Renewable Energy,High,29320.1356,85187.28163,73289.65503,62933.48993,29298.57096,296177.0383,1395081.682,19.45084106
Medium,Renewable Energy,Normal,76959.515,112777.5499,103752.6936,55489.27268,52950.43397,90845.92593,985227.0494,10.66521617
Medium,Circular Economy,High,280038.3129,326800.4909,271434.8774,196836.1653,57253.45619,507594.3717,1938420.715,22.86132473
Small,E-Mobility,Normal,29568.23545,78604.39505,53374.69272,59244.06692,25838.63906,140266.8004,1090999.896,12.12891882
Small,Renewable Energy,Normal,139676.6871,94708.78863,247815.8088,97418.75345,55294.39262,541598.5413,5411319.996,8.781444565
Medium,Renewable Energy,Normal,120214.8914,189097.7239,128277.4245,100302.2336,78400.13954,306282.8465,2219772.997,13.88410372
